,BNF_code,NAME,UNII_drugbank
2688,1202010N0,Neomycin Sulfate                                            ,I16QD7X297
2689,1202010P0,Sodium Cromoglicate                                         ,[]
2690,1202010Q0,Nedocromil Sodium                                           ,0B535E0BN0
2691,1202010T0,Triamcinolone Acetonide                                     ,1ZK20VI6TY
2692,1202010U0,Mometasone Furoate                                          ,8HR4QJ6DW8
2693,1202010V0,Dexamethasone Isonicotinate                                 ,7S5I7G3JQL
2694,1202010W0,Fluticasone Furoate                                         ,JS86977WNV
2695,1202010X0,Bilastine                                                   ,PA1123N395
2696,1202010Y0,Fluticasone Prop/Azelastine HCl (Nsl)                       ,CUT2W21N7U
2697,120201000,Other Nasal Allergy Preps                                   ,[]
2698,1202020B0,Adrenaline                                                  ,[]
2699,1202020C0,Ephedrine Hydrochloride                                     ,GN83C131XS
2700,1202020E0,Borax                                                       ,[]
2701,1202020F0,Glucose/Glycerol                                            ,[]
2702,1202020G0,Oxymetazoline Hydrochloride                                 ,8VLN5B44ZY
2703,1202020H0,Naphazoline Nitrate                                         ,H231GF11BV
2704,1202020I0,Ipratropium Bromide                                         ,GR88G0I6UL
2705,1202020K0,Phenylephrine Hydrochloride                                 ,1WS297W6MV
2706,1202020L0,Sodium Chloride                                             ,451W47IQ8X
2707,1202020N0,Sodium Bicarbonate                                          ,8MDF5V39QO
2708,1202020P0,Xylometazoline Hydrochloride                                ,WPY40FTH8K
2709,120202000,Other Topical Nasal Decongestant Preps                      ,[]
2710,1202030C0,Chlorobutanol                                               ,HM4YQM8WRC
2711,1202030D0,Fusafungine                                                 ,65DD690W0C
2712,1202030E0,Framycetin Sulphate                                         ,4BOC774388
2713,1202030M0,Mercuric Nitrate                                            ,[]
2714,1202030P0,Mild Silver Protein                                         ,3M4G523W1G
2715,1202030R0,Mupirocin                                                   ,D0GX863OA5
2716,1202030S0,Neomycin Sulfate                                            ,I16QD7X297
2717,120203000,Other Nasal Infection Preps                                 ,[]
2718,1203010A0,Tetracaine Hydrochloride                                    ,0619F35CGV
2719,1203010C0,Benzocaine                                                  ,U3RSY48JW5
2720,1203010D0,Betamethasone Sodium Phosphate                              ,9842X06Q6M
2721,1203010E0,Benzydamine Hydrochloride                                   ,4O21U048EF
2722,1203010F0,Flubiprofen                                                 ,[]
2723,1203010G0,Carbenoxolone Sodium                                        ,MM6384NG73
2724,1203010I0,Carmellose Sodium                                           ,[]
2725,1203010K0,Choline Salicylate                                          ,KD510K1IQW
2726,1203010M0,Hydrocortisone (Sodium Succinate)                           ,WI4X0X7BPJ
2727,1203010P0,Mesalazine (Top)                                            ,4Q81I59GXC
2728,1203010Q0,Lidocaine Hydrochloride                                     ,98PI200987
2729,1203010S0,Salicylic Acid                                              ,O414PZ4LPZ
2730,1203010T0,Triamcinolone Acetonide                                     ,1ZK20VI6TY
2731,1203010U0,Doxycycline Hyclate                                         ,334895S862
2732,120301000,Other Oral Ulceration&Inflammation Preps                    ,[]
2733,1203020C0,Amphotericin                                                ,[]
2734,1203020G0,Iodine                                                      ,9679TC07X4
2735,1203020H0,Miconazole                                                  ,7NNO0D7S5M
2736,1203020I0,Idoxuridine                                                 ,LGP81V5245
2737,1203020J0,Metronidazole                                               ,140QMO216E
2738,1203020K0,Natamycin                                                   ,8O0C852CPO
2739,1203020N0,Nystatin                                                    ,BDF1O1C72E
2740,1203020P0,Minocycline Hydrochloride                                   ,FYY3R43WGO
2741,1203030A0,Amylmetacresol                                              ,[]
2742,1203030B0,Benzocaine                                                  ,U3RSY48JW5
2743,1203030C0,Clioquinol                                                  ,7BHQ856EJ5
2744,1203030D0,Cetylpyridinium Chloride                                    ,CUB7JI0JV3
2745,1203030F0,Dequalinium Chloride                                        ,E7QC7V26B8
2746,1203030G0,Tetracaine Hydrochloride                                    ,0619F35CGV
2747,1203030H0,Domiphen Bromide                                            ,4AZL56CU0F
2748,1203030I0,Glycerol                                                    ,[]
2749,1203030J0,Hexylresorcinol                                             ,R9QTB5E82N
2750,1203030K0,Guaifenesin                                                 ,495W7451VQ
2751,1203030L0,Iodine                                                      ,9679TC07X4
2752,1203030M0,Lidocaine Hydrochloride                                     ,98PI200987
2753,1203030N0,Menthol                                                     ,[]
2754,1203030P0,Phenol                                                      ,339NCG44TV
2755,1203030Q0,Polynoxylin                                                 ,[]
2756,1203030R0,Potassium Chlorate                                          ,RWP5GA015D
2757,1203030S0,Paraformaldehyde                                            ,[]
2758,1203030T0,Benzalkonium Chloride                                       ,7N6JUD5X6Y
2759,1203030U0,Tannic Acid                                                 ,[]
2760,1203030V0,Thymol                                                      ,[]
2761,1203030X0,Hexylresorcinol & Benzalkonium Chloride                     ,R9QTB5E82N
2762,1203030Y0,Benzydamine Hydrochloride                                   ,4O21U048EF
2763,1203030Z0,Dichlorobenzyl Alcohol                                      ,1NKX3648J9
2764,120303000,Other Lozenge & Spray Preps                                 ,[]
2765,1203040B0,Cetrimide                                                   ,[]
2766,1203040C0,Cetylpyridinium Chloride                                    ,CUB7JI0JV3
2767,1203040D0,Hydrocortisone Acetate                                      ,WI4X0X7BPJ
2768,1203040E0,Chlorhexidine Gluconate                                     ,R4KO0DY52L
2769,1203040F0,Ferric Chloride                                             ,[]
2770,1203040G0,Hexetidine                                                  ,852A84Y8LS
2771,1203040H0,Glycerol                                                    ,[]
2772,1203040I0,Hydrogen Peroxide                                           ,BBX060AN9V
2773,1203040K0,Phenol                                                      ,339NCG44TV
2774,1203040L0,Liquefied Phenol                                            ,339NCG44TV
2775,1203040M0,Povidone-Iodine                                             ,85H0HZU99M
2776,1203040N0,Sodium Benzoate                                             ,[]
2777,1203040P0,Sodium Chloride                                             ,451W47IQ8X
2778,1203040Q0,Sodium Hypochlorite                                         ,T5UM7HB19N
2779,1203040R0,Sodium Perborate                                            ,[]
2780,1203040T0,Allopurinol                                                 ,63CZ7GJN5I
2781,1203040U0,Thymol                                                      ,[]
2782,1203040V0,Tannic Acid                                                 ,[]
2783,1203040W0,Hydrocortisone Sodium Succinate                             ,WI4X0X7BPJ
2784,1203040Z0,Zinc Sulfate                                                ,0J6Z13X3WO
2785,120304000,Other Mouth Wash Gargle&Dentifrice Preps                    ,[]
2786,120304100,Other Breath Freshener&Disclosing Preps                     ,[]
2787,1203050A0,Artificial Saliva                                           ,[]
2788,1203050M0,Malic Acid                                                  ,[]
2789,1203050P0,Pilocarpine Hydrochloride                                   ,01MI4Q9DI3
2790,120305000,Other Treatment of Dry Mouth Preps                          ,[]
2791,1301010D0,Cetomacrogol                                                ,[]
2792,1301010G0,Empicol                                                     ,[]
2793,1301010H0,Emulsifying Wax                                             ,[]
2794,1301010I0,Wool Fat Hydrous                                            ,[]
2795,1301010K0,Macrogol                                                    ,[]
2796,1301010M0,Paraffin Soft White                                         ,[]
2797,1301010P0,Paraffin Hard                                               ,[]
2798,1301010R0,Polawax                                                     ,[]
2799,1301010T0,Theobroma Oil                                               ,[]
2800,1301010V0,Wool Alcohols                                               ,[]
2801,1301010W0,Wool Fat                                                    ,[]
2802,130101000,Other Vehicle & Emulsifying Agent Preps                     ,[]
2803,1302010E0,Dexpanthenol                                                ,1O6C93RI7Z
2804,1302010F0,Emulsifying Wax                                             ,[]
2805,1302010G0,Arachis Oil                                                 ,[]
2806,1302010H0,Fuller's Earth                                              ,[]
2807,1302010J0,Light Liquid Paraffin                                       ,[]
2808,1302010K0,Lactic Acid                                                 ,3B8D35Y7S4
2809,1302010L0,Ammonium Lactate                                            ,[]
2810,1302010M0,Paraffin Soft Yellow                                        ,[]
2811,1302010N0,Paraffin Soft White                                         ,[]
2812,1302010P0,Povidone Iodine                                             ,9679TC07X4
2813,1302010Q0,Sodium Pyrrolidone Carboxylate                              ,[]
2814,1302010T0,Titanium Dioxide                                            ,[]
2815,1302010U0,Urea                                                        ,8W8T17847W
2816,1302010W0,Vitamin E                                                   ,[]
2817,1302010Y0,Wool Alcohols                                               ,[]
2818,1302010Z0,Chlohexidine Gluconate (Emollient)                          ,[]
2819,130201000,Other Emollient Preps                                       ,[]
2820,1302011L0,Light Liquid Paraffin                                       ,[]
2821,1302011M0,Liquid Paraffin                                             ,[]
2822,130201100,Emollient Bath & Shower Preparations                        ,[]
2823,1302020A0,Acriflavine                                                 ,[]
2824,1302020B0,Benzalkonium Chloride                                       ,7N6JUD5X6Y
2825,1302020D0,Dimeticone (Barrier)                                        ,[]
2826,1302020E0,Zinc Oxide                                                  ,J41CSQ7QDS
2827,1302020F0,Cod Liver Oil                                               ,[]
2828,1302020G0,Zinc Paste                                                  ,J41CSQ7QDS
2829,130202000,Other Barrier Preps                                         ,[]
2830,1302030B0,Boric Acid                                                  ,R57ZHV85D4
2831,1302030G0,Gamma Benzene Hexachloride                                  ,[]
2832,1302030N0,Salicylic Acid                                              ,O414PZ4LPZ
2833,1302030P0,Starch                                                      ,[]
2834,1302030T0,Talc Purified                                               ,[]
2835,1302030Z0,Zinc Oxide                                                  ,J41CSQ7QDS
2836,130203000,Other Dusting Powder Preps                                  ,[]
2837,1303000AA,Menthol                                                     ,[]
2838,1303000AB,Aluminium Sulfate                                           ,[]
2839,1303000A0,Tetracaine Hydrochloride                                    ,0619F35CGV
2840,1303000B0,Benzocaine                                                  ,U3RSY48JW5
2841,1303000C0,Antazoline Hydrochloride                                    ,DHA8014SS1
2842,1303000D0,Calamine                                                    ,[]
2843,1303000E0,Colestyramine                                               ,[]
2844,1303000F0,Doxepin Hydrochloride                                       ,[]
2845,1303000I0,Crotamiton                                                  ,[]
2846,1303000J0,Diphenhydramine Hydrochloride                               ,8GTS82S83M
2847,1303000L0,Ethyl Chloride                                              ,46U771ERWK
2848,1303000M0,Mepyramine Maleate                                          ,HPE317O9TL
2849,1303000N0,Lidocaine                                                   ,98PI200987
2850,1303000P0,Promethazine Hydrochloride                                  ,FF28EJQ494
2851,1303000Q0,Lidocaine Hydrochloride                                     ,98PI200987
2852,130300000,Other Top Anaesthetic&Antipruritic Preps                    ,[]
2853,130300010,Zinc Oxide                                                  ,J41CSQ7QDS
2854,1304000AA,Prednisolone Sodium Phosphate                               ,9PHQ9Y1OLM
2855,1304000AB,Ulobetasol Propionate                                       ,9P6159HM7T
2856,1304000AC,Fluprednidene Acetate                                       ,FA517NS3N7
2857,1304000A0,Methyl Prednisolone Acetate                                 ,9PHQ9Y1OLM
2858,1304000B0,Alclometasone Dipropionate                                  ,136H45TB7B
2859,1304000C0,Beclometasone Dipropionate                                  ,[]
2860,1304000D0,Betamethasone Esters                                        ,9842X06Q6M
2861,1304000E0,Budesonide                                                  ,Q3OKS62Q6X
2862,1304000F0,Betamethasone Valerate                                      ,9842X06Q6M
2863,1304000G0,Clobetasol Propionate                                       ,ADN79D536H
2864,1304000H0,Clobetasone Butyrate                                        ,LT69WY1J6D
2865,1304000I0,Desonide                                                    ,J280872D1O
2866,1304000J0,Desoximetasone                                              ,4E07GXB7AU
2867,1304000K0,Dexamethasone Sodium Phosphate                              ,7S5I7G3JQL
2868,1304000L0,Diflucortolone Valerate                                     ,[]
2869,1304000M0,Fluclorolone Acetonide                                      ,036B9W83KK
2870,1304000N0,Fluocinolone Acetonide                                      ,0CD5FD6S2M
2871,1304000P0,Fluocinonide                                                ,2W4A77YPAN
2872,1304000Q0,Hydrocortisone Sodium Succinate                             ,WI4X0X7BPJ
2873,1304000R0,Fluocortolone                                               ,65VXC1MH0J
2874,1304000S0,Fluticasone Propionate (Top)                                ,CUT2W21N7U
2875,1304000T0,Fludroxycortide                                             ,[]
2876,1304000U0,Halcinonide                                                 ,SI86V6QNEG
2877,1304000V0,Hydrocortisone                                              ,WI4X0X7BPJ
2878,1304000W0,Hydrocortisone Butyrate                                     ,05RMF7YPWN
2879,1304000X0,Hydrocortisone Acetate                                      ,WI4X0X7BPJ
2880,1304000Y0,Mometasone Furoate                                          ,8HR4QJ6DW8
2881,1304000Z0,Triamcinolone Acetonide                                     ,1ZK20VI6TY
2882,130400000,Other Topical Corticosteroid Preps                          ,[]
2883,1305000H0,Coal Tar                                                    ,[]
2884,1305000T0,Fuller's Earth                                              ,[]
2885,130500000,Other Eczema & Psoriasis Preps                              ,[]
2886,1305010AB,Mycophenolate Mofetil                                       ,[]
2887,1305010AC,Zinc Paste & Calamine                                       ,J41CSQ7QDS
2888,1305010AD,Zinc Paste  Calamine & Clioquinol                           ,J41CSQ7QDS
2889,1305010AE,Zinc Paste & Ichthammol                                     ,J41CSQ7QDS
2890,1305010AF,Alitretinoin                                                ,1UA8E65KDZ
2891,1305010C0,Bufexamac                                                   ,4T3C38J78L
2892,1305010I0,Gamolenic Acid                                              ,78YC2MAX4O
2893,1305010J0,Ichthammol                                                  ,[]
2894,1305010K0,Copper Sulfate Pentahydrate                                 ,[]
2895,1305010L0,Cade Oil                                                    ,[]
2896,1305010P0,Fuller's Earth                                              ,[]
2897,1305010T0,Pine Tar (Eczema)                                           ,[]
2898,1305010Z0,Zinc Oleate                                                 ,J41CSQ7QDS
2899,130501000,Other Eczema Preps                                          ,[]
2900,130501010,Zinc Oxide                                                  ,J41CSQ7QDS
2901,1305020A0,Acitretin                                                   ,LCH760E9T7
2902,1305020B0,Ammoniated Mercury                                          ,[]
2903,1305020C0,Tars                                                        ,[]
2904,1305020D0,Calcipotriol                                                ,143NQ3779B
2905,1305020F0,Dithranol                                                   ,[]
2906,1305020I0,Coal Tar & Corticosteroid Preparations                      ,[]
2907,1305020J0,Dithranol Triacetate                                        ,[]
2908,1305020K0,Etretinate                                                  ,65M2UDR9AG
2909,1305020L0,Methoxsalen                                                 ,U4VJ29L7BQ
2910,1305020M0,5-Methoxypsoralen                                           ,[]
2911,1305020N0,Mercuric Nitrate                                            ,[]
2912,1305020P0,Coal Tar Bath Preparations                                  ,[]
2913,1305020Q0,Pyrogallol                                                  ,[]
2914,1305020R0,Tacalcitol                                                  ,C2W72OJ5ZU
2915,1305020S0,Salicylic Acid                                              ,O414PZ4LPZ
2916,1305020T0,Tazarotene                                                  ,81BDR9Y8PS
2917,1305020U0,Trioxsalen                                                  ,Y6UY8OV51T
2918,1305020V0,Cocois                                                      ,[]
2919,1305020W0,Calcitriol                                                  ,FXC9231JVH
2920,1305020X0,Fumaric Acid                                                ,88XHZ13131
2921,130502000,Other Psoriasis Preps                                       ,[]
2922,1305030A0,Efalizumab                                                  ,XX2MN88N5D
2923,1305030B0,Pimecrolimus                                                ,7KYV510875
2924,1305030C0,Tacrolimus                                                  ,Y5L2157C4J
2925,1305030D0,Ustekinumab                                                 ,FU77B4U5Z0
2926,1306000N0,Resorcinol                                                  ,YUL4LO94HK
2927,1306010AA,Clindamycin/Hydrocortisone                                  ,WI4X0X7BPJ
2928,1306010AB,Clindamycin/Tretinoin                                       ,5688UTC01R
2929,1306010AC,Ivermectin                                                  ,8883YP2R6D
2930,1306010A0,Aluminium Oxide                                             ,[]
2931,1306010B0,Azelaic Acid                                                ,F2VW3D43YT
2932,1306010C0,Benzoyl Peroxide                                            ,W9WZN9A0GM
2933,1306010D0,Clindamycin Hydrochloride                                   ,3U02EL437C
2934,1306010E0,Clindamycin                                                 ,3U02EL437C
2935,1306010F0,Clindamycin Phosphate                                       ,3U02EL437C
2936,1306010G0,Corticosteroids                                             ,[]
2937,1306010H0,Adapalene                                                   ,1L4806J2QF
2938,1306010I0,Erythromycin                                                ,63937KV33D
2939,1306010J0,Erythromycin Lactobionate                                   ,63937KV33D
2940,1306010K0,Ethyl Lactate                                               ,[]
2941,1306010M0,Isotretinoin                                                ,EH28UP18IF
2942,1306010N0,Nicotinamide                                                ,25X51I8RD4
2943,1306010Q0,Salicylic Acid                                              ,O414PZ4LPZ
2944,1306010S0,Resorcinol                                                  ,YUL4LO94HK
2945,1306010T0,Sulfur                                                      ,[]
2946,1306010U0,Sulfurated Potash                                           ,[]
2947,1306010V0,Tretinoin                                                   ,5688UTC01R
2948,1306010W0,Tetracycline Hydrochloride                                  ,F8VB5M810T
2949,1306010X0,Sulfacetamide Sodium                                        ,4965G3J0F5
2950,1306010Y0,Benzoyl Peroxide & Clindamycin Phosphate                    ,W9WZN9A0GM
2951,1306010Z0,Adapalene & Benzoyl Peroxide                                ,W9WZN9A0GM
2952,130601000,Other Topical Acne Preps                                    ,[]
2953,1306020C0,Co-Cyprindiol (Cyprote Acet/Ethinlestr)                     ,[]
2954,1306020D0,Cyproterone Acetate                                         ,4KM2BN5JHF
2955,1306020J0,Isotretinoin                                                ,EH28UP18IF
2956,1306020K0,Doxycycline Monohydrate                                     ,334895S862
2957,1306030A0,Brimonidine Tart (Rosacea)                                  ,E6GNX3HHTE
2958,1307000B0,Bromine Complexes                                           ,[]
2959,1307000C0,Formaldehyde                                                ,[]
2960,1307000D0,Cantharidin                                                 ,[]
2961,1307000F0,Glutaraldehyde                                              ,[]
2962,1307000G0,Glacial Acetic Acid                                         ,[]
2963,1307000H0,Monochloroacetic Acid                                       ,[]
2964,1307000J0,Podophyllum Resin                                           ,[]
2965,1307000K0,Podophyllotoxin                                             ,[]
2966,1307000M0,Salicylic Acid                                              ,O414PZ4LPZ
2967,1307000Q0,Silver Nitrate                                              ,95IT3W8JZE
2968,1307000T0,Trichloroacetic Acid                                        ,[]
2969,1307000U0,Fluorouracil                                                ,U3P01618RT
2970,1307000V0,Imiquimod                                                   ,P1QW714R7M
2971,1307000W0,Camellia Sinensis Extract                                   ,[]
2972,130700000,Other Wart & Calluse Preps                                  ,[]
2973,1308010C0,Aminobenzoic Acid                                           ,TL2TJE8QTX
2974,1308010D0,Bergamot Oil                                                ,[]
2975,1308010E0,Cinoxate                                                    ,[]
2976,1308010M0,Mexenone                                                    ,[]
2977,1308010P0,Padimate O                                                  ,[]
2978,1308010U0,Titanium Dioxide                                            ,[]
2979,1308010V0,Tretinoin                                                   ,5688UTC01R
2980,1308010W0,Diclofenac Sodium                                           ,144O8QL0L1
2981,1308010X0,Methyl-5-Aminolevulinate                                    ,[]
2982,1308010Y0,Fluorouracil (Sunscreen)                                    ,U3P01618RT
2983,1308010Z0,Ingenol Mebutate                                            ,7686S50JAH
2984,130801000,Other Sunscreening Preps                                    ,[]
2985,130802000,Other Camouflage Preps                                      ,[]
2986,1309000A0,Bay Oil                                                     ,[]
2987,1309000B0,Cade Oil                                                    ,[]
2988,1309000C0,Coal Tar                                                    ,[]
2989,1309000E0,Coconut Oil                                                 ,[]
2990,1309000F0,Alkyl Sulfate                                               ,[]
2991,1309000G0,Arachis Oil                                                 ,[]
2992,1309000H0,Minoxidil                                                   ,5965120SH1
2993,1309000I0,Ketoconazole                                                ,R9400W927I
2994,1309000K0,Pyrithione Zinc                                             ,6GK82EC25D
2995,1309000L0,Benzalkonium Chloride                                       ,7N6JUD5X6Y
2996,1309000P0,Cetrimide                                                   ,[]
2997,1309000Q0,Povidone-Iodine                                             ,85H0HZU99M
2998,1309000R0,Sulfur                                                      ,[]
2999,1309000S0,Selenium Sulfide                                            ,Z69D9E381Q
3000,1309000T0,Tar                                                         ,[]
3001,1309000U0,Urea                                                        ,8W8T17847W
3002,1309000V0,Dithranol                                                   ,[]
3003,1309000W0,Finasteride                                                 ,57GNO57U7G
3004,1309000X0,Eflornithine Monohydrate Chloride                           ,ZQN1G5V6SR
3005,130900000,Other Shampoo & Scalp Preps                                 ,[]
3006,1310011AA,Retapamulin                                                 ,4MG6O8991R
3007,1310011B0,Chloramphenicol                                             ,66974FR9Q1
3008,1310011C0,Clioquinol                                                  ,7BHQ856EJ5
3009,1310011G0,Framycetin Sulfate                                          ,4BOC774388
3010,1310011H0,Hydroxyquinoline                                            ,[]
3011,1310011I0,Isoniazid                                                   ,V83O1VOZ8L
3012,1310011K0,Mafenide                                                    ,58447S8P4L
3013,1310011M0,Mupirocin                                                   ,D0GX863OA5
3014,1310011P0,Neomycin Sulfate                                            ,I16QD7X297
3015,1310011S0,Nitrofurazone                                               ,[]
3016,1310011T0,Potassium Hydroxyquinoline Sulphate                         ,RWP5GA015D
3017,1310011W0,Polymyxins                                                  ,[]
3018,1310011X0,Sulfacetamide Sodium                                        ,4965G3J0F5
3019,1310011Y0,Silver Sulfadiazine                                         ,0N7609K889
3020,1310011Z0,Tyrothricin                                                 ,877376V2XW
3021,131001100,Other Topical Only Antibacterial Preps                      ,[]
3022,1310012C0,Chlortetracycline Hydrochloride                             ,WCK1KIQ23Q
3023,1310012F0,Fusidic Acid                                                ,59XE10C19C
3024,1310012I0,Gentamicin Sulfate                                          ,T6Z9V48IKG
3025,1310012K0,Metronidazole                                               ,140QMO216E
3026,1310012L0,Oxytetracycline Hydrochloride                               ,SLF0D9077S
3027,1310012P0,Tetracycline Hydrochloride                                  ,F8VB5M810T
3028,1310012Q0,Sodium Fusidate                                             ,[]
3029,1310020AA,Flutrimazole                                                ,776S0UP252
3030,1310020A0,Amorolfine Hydrochloride                                    ,AB0BHP2FH0
3031,1310020B0,Amphotericin                                                ,[]
3032,1310020D0,Benzoic Acid                                                ,8SKN0B0MIM
3033,1310020E0,Bifonazole                                                  ,QYJ305Z91O
3034,1310020F0,Benzoyl Peroxide                                            ,W9WZN9A0GM
3035,1310020G0,Chlorphenesin                                               ,I670DAL4SZ
3036,1310020H0,Clotrimazole                                                ,G07GZ97H65
3037,1310020I0,Ciclopirox Olamine                                          ,19W019ZDRJ
3038,1310020J0,Econazole Nitrate                                           ,6Z1Y2V4A7M
3039,1310020K0,Halquinol                                                   ,[]
3040,1310020L0,Ketoconazole                                                ,R9400W927I
3041,1310020M0,Isoconazole Nit & Corticosteroid Prep's                     ,GRI7WFR424
3042,1310020N0,Miconazole Nitrate                                          ,7NNO0D7S5M
3043,1310020P0,Natamycin                                                   ,8O0C852CPO
3044,1310020Q0,Griseofulvin                                                ,32HRV3E3D5
3045,1310020R0,Nitrophenol                                                 ,[]
3046,1310020S0,Sodium Thiosulfate                                          ,[]
3047,1310020T0,Tioconazole                                                 ,S57Y5X1117
3048,1310020U0,Nystatin                                                    ,BDF1O1C72E
3049,1310020V0,Salicylic Acid                                              ,O414PZ4LPZ
3050,1310020X0,Sulconazole Nitrate                                         ,5D9HAA5Q5S
3051,1310020Y0,Tolnaftate                                                  ,06KB629TKV
3052,1310020Z0,Undecenoates                                                ,[]
3053,131002000,Other Antifungal Preps                                      ,[]
3054,131002010,Triclosan                                                   ,4NM5039Y5X
3055,131002020,Haloprogin                                                  ,AIU7053OWL
3056,131002030,Terbinafine Hydrochloride                                   ,G7RIW8S0XP
3057,1310030C0,Aciclovir                                                   ,[]
3058,1310030I0,Idoxuridine In Dimethyl Sulfoxide                           ,LGP81V5245
3059,1310030L0,Penciclovir                                                 ,359HUE8FJC
3060,131003000,Other Antiviral Preps                                       ,[]
3061,1310040C0,Benzyl Benzoate                                             ,N863NB338G
3062,1310040D0,Chrysarobin                                                 ,[]
3063,1310040F0,Carbaryl                                                    ,[]
3064,1310040G0,Dicophane                                                   ,[]
3065,1310040I0,Lindane                                                     ,59NEE7PCAB
3066,1310040M0,Malathion                                                   ,U5N7SU872W
3067,1310040P0,Sulfiram                                                    ,[]
3068,1310040Q0,Permethrin                                                  ,509F88P9SZ
3069,1310040S0,Phenothrin                                                  ,707484X33X
3070,1310040U0,Tiabendazole                                                ,[]
3071,1310040V0,Dimeticone (Parasiticidal)                                  ,[]
3072,131004000,Other Parasiticidal Preps                                   ,[]
3073,1310050A0,Aluminium Sulfate                                           ,[]
3074,1310050B0,Boric Acid                                                  ,R57ZHV85D4
3075,1310050D0,Cetrimide                                                   ,[]
3076,1310050E0,Enbucrilate                                                 ,[]
3077,1310050H0,Hydrogen Peroxide                                           ,BBX060AN9V
3078,1310050J0,Chlorhexidine Gluconate                                     ,R4KO0DY52L
3079,1310050K0,Dibrompropamidine Isetionate                                ,269M3QL74S
3080,1310050L0,Chlorquinaldol                                              ,D6VHC87LLS
3081,1310050M0,Magnesium Sulfate                                           ,ML30MJ2U7I
3082,1310050P0,Phenol                                                      ,339NCG44TV
3083,1310050Q0,Propamidine Isetionate                                      ,G20G12V769
3084,1310050R0,Polynoxylin                                                 ,[]
3085,1310050S0,Povidone-Iodine                                             ,85H0HZU99M
3086,1310050T0,Proflavine Hemisulphate                                     ,[]
3087,1310050U0,Phenoxetol                                                  ,[]
3088,1310050V0,Salicylic Acid                                              ,O414PZ4LPZ
3089,1310050W0,Chlorhex HCl                                                ,[]
3090,131005000,Other Minor Cut & Abrasion Preps                            ,[]
3091,1311010A0,Alcohol                                                     ,[]
3092,1311010E0,Ethanol (Top)                                               ,3K9958V90M
3093,1311010I0,Isopropyl Alcohol                                           ,ND2M416302
3094,1311010P0,Phenoxyethanol                                              ,[]
3095,1311010S0,Sodium Chloride                                             ,451W47IQ8X
3096,1311010U0,Solvent Ether                                               ,[]
3097,1311010V0,Sterile Water                                               ,[]
3098,131101000,Other Alcohol & Saline Preps                                ,[]
3099,1311020G0,Chlorhexidine Acetate                                       ,R4KO0DY52L
3100,1311020L0,Chlorhexidine Gluconate                                     ,R4KO0DY52L
3101,1311020Q0,Chlorhexidine Hydrochloride                                 ,R4KO0DY52L
3102,1311030A0,Alkyl Sulphate                                              ,[]
3103,1311030D0,Benzalkonium Chloride                                       ,7N6JUD5X6Y
3104,1311030G0,Cetrimide                                                   ,[]
3105,1311030I0,Detergents                                                  ,[]
3106,1311030S0,Soft Soap                                                   ,[]
3107,1311030U0,Soap                                                        ,[]
3108,131103000,Other Cationic Surfactant & Soap Preps                      ,[]
3109,1311040C0,Tosychloramide Sodium                                       ,[]
3110,1311040D0,Chlorinated Lime                                            ,[]
3111,1311040E0,Chlorine                                                    ,[]
3112,1311040I0,Iodine                                                      ,9679TC07X4
3113,1311040K0,Iodine Compounds                                            ,9679TC07X4
3114,1311040L0,Iodoform                                                    ,KXI2J76489
3115,1311040T0,Sodium Hypochlorite                                         ,T5UM7HB19N
3116,1311040U0,Triclocarban                                                ,[]
3117,131104000,Other Chlorine & Iodine Preps                               ,9679TC07X4
3118,1311050D0,Cresol                                                      ,[]
3119,1311050E0,Chloroxylenol                                               ,0F32U78V2Q
3120,1311050K0,Hexachlorophene                                             ,IWW5FV6NK2
3121,1311050P0,Liquefied Phenol                                            ,339NCG44TV
3122,1311050R0,Phenol                                                      ,339NCG44TV
3123,1311050U0,Triclosan                                                   ,4NM5039Y5X
3124,131105000,Other Phenolic Preps                                        ,[]
3125,1311060A0,Alum                                                        ,[]
3126,1311060B0,Aluminium Acetate                                           ,[]
3127,1311060C0,Brilliant Green                                             ,[]
3128,1311060D0,Copper Sulfate Pentahydrate                                 ,[]
3129,1311060E0,Crystal Violet                                              ,[]
3130,1311060F0,Ferric Chloride                                             ,[]
3131,1311060H0,Hamamelis                                                   ,[]
3132,1311060I0,Hydrogen Peroxide                                           ,BBX060AN9V
3133,1311060J0,Acriflavine                                                 ,[]
3134,1311060L0,Lead                                                        ,[]
3135,1311060M0,Magenta                                                     ,[]
3136,1311060N0,Malachite Green                                             ,[]
3137,1311060P0,Mercurochrome                                               ,M0T18YH28D
3138,1311060Q0,Potassium Permanganate                                      ,RWP5GA015D
3139,1311060R0,Proflavine                                                  ,[]
3140,1311060T0,Silver Nitrate                                              ,95IT3W8JZE
3141,1311060V0,Tannic Acid                                                 ,[]
3142,1311060Y0,Zinc Peroxide                                               ,J41CSQ7QDS
3143,1311060Z0,Zinc Sulfate                                                ,0J6Z13X3WO
3144,131106000,Other Oxidiser & Dye Preps                                  ,[]
3145,1311070J0,Hydrogen Peroxide                                           ,BBX060AN9V
3146,1311070K0,Becaplermin                                                 ,1B56C968OA
3147,1311070R0,Streptokinase & Streptodornase                              ,8X1OXL3SNU
3148,1311070S0,Ster Larvae                                                 ,[]
3149,131107000,Other Desloughing Agents                                    ,[]
3150,1312000C0,Aluminium Chloride                                          ,[]
3151,1312000F0,Aluminium Chlorohydrate                                     ,[]
